REF_DATE,GEO,Age group,Pregnancy outcomes,VALUE
1974,"New Brunswick, place of residence of females",Under 20 years,Induced abortions,4.0
1974,"New Brunswick, place of residence of females",Under 20 years,Fetal loss,166
1974,"New Brunswick, place of residence of females",Under 20 years,Fetal loss,3.9
1974,"New Brunswick, place of residence of females",Under 15 years,"Total, pregnancies",34
1974,"New Brunswick, place of residence of females",Under 15 years,"Total, pregnancies",4.7
1974,"New Brunswick, place of residence of females",Under 15 years,Live births,18
1974,"New Brunswick, place of residence of females",Under 15 years,Live births,2.5
1974,"New Brunswick, place of residence of females",Under 15 years,Induced abortions,15
1974,"New Brunswick, place of residence of females",Under 15 years,Induced abortions,2.1
1974,"New Brunswick, place of residence of females",Under 15 years,Fetal loss,1
1974,"New Brunswick, place of residence of females",Under 15 years,Fetal loss,0.1
1974,"New Brunswick, place of residence of females",15 to 19 years,"Total, pregnancies",2275
1974,"New Brunswick, place of residence of females",15 to 19 years,"Total, pregnancies",63.9
1974,"New Brunswick, place of residence of females",15 to 19 years,Live births,1953
1974,"New Brunswick, place of residence of females",15 to 19 years,Live births,54.8
1974,"New Brunswick, place of residence of females",15 to 19 years,Induced abortions,157
1974,"New Brunswick, place of residence of females",15 to 19 years,Induced abortions,4.4
1974,"New Brunswick, place of residence of females",15 to 19 years,Fetal loss,165
1974,"New Brunswick, place of residence of females",15 to 19 years,Fetal loss,4.6
1974,"New Brunswick, place of residence of females",15 to 17 years,"Total, pregnancies",828
1974,"New Brunswick, place of residence of females",15 to 17 years,"Total, pregnancies",38.4
1974,"New Brunswick, place of residence of females",15 to 17 years,Live births,692
1974,"New Brunswick, place of residence of females",15 to 17 years,Live births,32.1
1974,"New Brunswick, place of residence of females",15 to 17 years,Induced abortions,79
1974,"New Brunswick, place of residence of females",15 to 17 years,Induced abortions,3.7
1974,"New Brunswick, place of residence of females",15 to 17 years,Fetal loss,57
1974,"New Brunswick, place of residence of females",15 to 17 years,Fetal loss,2.6
1974,"New Brunswick, place of residence of females",18 to 19 years,"Total, pregnancies",1447
1974,"New Brunswick, place of residence of females",18 to 19 years,"Total, pregnancies",102.8
1974,"New Brunswick, place of residence of females",18 to 19 years,Live births,1261
1974,"New Brunswick, place of residence of females",18 to 19 years,Live births,89.6
1974,"New Brunswick, place of residence of females",18 to 19 years,Induced abortions,78
1974,"New Brunswick, place of residence of females",18 to 19 years,Induced abortions,5.5
1974,"New Brunswick, place of residence of females",18 to 19 years,Fetal loss,108
1974,"New Brunswick, place of residence of females",18 to 19 years,Fetal loss,7.7
1974,"New Brunswick, place of residence of females",20 to 24 years,"Total, pregnancies",4757
1974,"New Brunswick, place of residence of females",20 to 24 years,"Total, pregnancies",155.6
1974,"New Brunswick, place of residence of females",20 to 24 years,Live births,4243
1974,"New Brunswick, place of residence of females",20 to 24 years,Live births,138.8
1974,"New Brunswick, place of residence of females",20 to 24 years,Induced abortions,151
1974,"New Brunswick, place of residence of females",20 to 24 years,Induced abortions,4.9
1974,"New Brunswick, place of residence of females",20 to 24 years,Fetal loss,363
1974,"New Brunswick, place of residence of females",20 to 24 years,Fetal loss,11.9
1974,"New Brunswick, place of residence of females",25 to 29 years,"Total, pregnancies",3814
1974,"New Brunswick, place of residence of females",25 to 29 years,"Total, pregnancies",151.1
1974,"New Brunswick, place of residence of females",25 to 29 years,Live births,3459
1974,"New Brunswick, place of residence of females",25 to 29 years,Live births,137.1
1974,"New Brunswick, place of residence of females",25 to 29 years,Induced abortions,54
1974,"New Brunswick, place of residence of females",25 to 29 years,Induced abortions,2.1
1974,"New Brunswick, place of residence of females",25 to 29 years,Fetal loss,301
1974,"New Brunswick, place of residence of females",25 to 29 years,Fetal loss,11.9
1974,"New Brunswick, place of residence of females",30 to 34 years,"Total, pregnancies",1387
1974,"New Brunswick, place of residence of females",30 to 34 years,"Total, pregnancies",73.0
1974,"New Brunswick, place of residence of females",30 to 34 years,Live births,1217
1974,"New Brunswick, place of residence of females",30 to 34 years,Live births,64.0
1974,"New Brunswick, place of residence of females",30 to 34 years,Induced abortions,33
1974,"New Brunswick, place of residence of females",30 to 34 years,Induced abortions,1.7
1974,"New Brunswick, place of residence of females",30 to 34 years,Fetal loss,137
1974,"New Brunswick, place of residence of females",30 to 34 years,Fetal loss,7.2
1974,"New Brunswick, place of residence of females",35 to 39 years,"Total, pregnancies",506
1974,"New Brunswick, place of residence of females",35 to 39 years,"Total, pregnancies",31.5
1974,"New Brunswick, place of residence of females",35 to 39 years,Live births,416
1974,"New Brunswick, place of residence of females",35 to 39 years,Live births,25.9
1974,"New Brunswick, place of residence of females",35 to 39 years,Induced abortions,19
1974,"New Brunswick, place of residence of females",35 to 39 years,Induced abortions,1.2
1974,"New Brunswick, place of residence of females",35 to 39 years,Fetal loss,71
1974,"New Brunswick, place of residence of females",35 to 39 years,Fetal loss,4.4
1974,"New Brunswick, place of residence of females",40 years and over,"Total, pregnancies",212
1974,"New Brunswick, place of residence of females",40 years and over,"Total, pregnancies",13.3
1974,"New Brunswick, place of residence of females",40 years and over,Live births,137
1974,"New Brunswick, place of residence of females",40 years and over,Live births,8.6
1974,"New Brunswick, place of residence of females",40 years and over,Induced abortions,11
1974,"New Brunswick, place of residence of females",40 years and over,Induced abortions,0.7
1974,"New Brunswick, place of residence of females",40 years and over,Fetal loss,64
1974,"New Brunswick, place of residence of females",40 years and over,Fetal loss,4.0
1974,"New Brunswick, place of residence of females",Unknown age group,"Total, pregnancies",1
1974,"New Brunswick, place of residence of females",Unknown age group,Live births,1
1974,"New Brunswick, place of residence of females",Unknown age group,Induced abortions,0
1974,"New Brunswick, place of residence of females",Unknown age group,Fetal loss,0
1974,"Quebec, place of residence of females",All ages,"Total, pregnancies",100364
1974,"Quebec, place of residence of females",All ages,"Total, pregnancies",60.3
1974,"Quebec, place of residence of females",All ages,Live births,85627
1974,"Quebec, place of residence of females",All ages,Live births,51.5
1974,"Quebec, place of residence of females",All ages,Induced abortions,4453
1974,"Quebec, place of residence of females",All ages,Induced abortions,2.7
1974,"Quebec, place of residence of females",All ages,Fetal loss,10284
1974,"Quebec, place of residence of females",All ages,Fetal loss,6.2
1974,"Quebec, place of residence of females",Under 20 years,"Total, pregnancies",7104
1974,"Quebec, place of residence of females",Under 20 years,"Total, pregnancies",17.9
1974,"Quebec, place of residence of females",Under 20 years,Live births,5393
1974,"Quebec, place of residence of females",Under 20 years,Live births,13.6
1974,"Quebec, place of residence of females",Under 20 years,Induced abortions,965
1974,"Quebec, place of residence of females",Under 20 years,Induced abortions,2.4
1974,"Quebec, place of residence of females",Under 20 years,Fetal loss,746
1974,"Quebec, place of residence of females",Under 20 years,Fetal loss,1.9
1974,"Quebec, place of residence of females",Under 15 years,"Total, pregnancies",78
1974,"Quebec, place of residence of females",Under 15 years,"Total, pregnancies",1.2
1974,"Quebec, place of residence of females",Under 15 years,Live births,26
1974,"Quebec, place of residence of females",Under 15 years,Live births,0.4
1974,"Quebec, place of residence of females",Under 15 years,Induced abortions,44
1974,"Quebec, place of residence of females",Under 15 years,Induced abortions,0.7
1974,"Quebec, place of residence of females",Under 15 years,Fetal loss,8
1974,"Quebec, place of residence of females",Under 15 years,Fetal loss,0.1
1974,"Quebec, place of residence of females",15 to 19 years,"Total, pregnancies",7026
1974,"Quebec, place of residence of females",15 to 19 years,"Total, pregnancies",21.3
1974,"Quebec, place of residence of females",15 to 19 years,Live births,5367
1974,"Quebec, place of residence of females",15 to 19 years,Live births,16.3
1974,"Quebec, place of residence of females",15 to 19 years,Induced abortions,921
1974,"Quebec, place of residence of females",15 to 19 years,Induced abortions,2.8
1974,"Quebec, place of residence of females",15 to 19 years,Fetal loss,738
1974,"Quebec, place of residence of females",15 to 19 years,Fetal loss,2.2
1974,"Quebec, place of residence of females",15 to 17 years,"Total, pregnancies",1908
1974,"Quebec, place of residence of females",15 to 17 years,"Total, pregnancies",9.6
1974,"Quebec, place of residence of females",15 to 17 years,Live births,1311
1974,"Quebec, place of residence of females",15 to 17 years,Live births,6.6
1974,"Quebec, place of residence of females",15 to 17 years,Induced abortions,388
1974,"Quebec, place of residence of females",15 to 17 years,Induced abortions,1.9
1974,"Quebec, place of residence of females",15 to 17 years,Fetal loss,209
1974,"Quebec, place of residence of females",15 to 17 years,Fetal loss,1.0
1974,"Quebec, place of residence of females",18 to 19 years,"Total, pregnancies",5118
1974,"Quebec, place of residence of females",18 to 19 years,"Total, pregnancies",39.3
1974,"Quebec, place of residence of females",18 to 19 years,Live births,4056
1974,"Quebec, place of residence of females",18 to 19 years,Live births,31.1
1974,"Quebec, place of residence of females",18 to 19 years,Induced abortions,533
1974,"Quebec, place of residence of females",18 to 19 years,Induced abortions,4.1
