Date declaration of state of emergency,Extension,Date of Report on derogation of human rights to Human Rights Committee,Date lifting state of emergency,Duration (days),Country,Derogation ICCPR Article 8.3,Derogation ICCPR Article 9.2,Derogation ICCPR Article 9.3,Derogation ICCPR Article 10,Derogation ICCPR Article 12.1,Derogation ICCPR Article 12.2,Derogation ICCPR Article 13,Derogation ICCPR Article 14,Derogation ICCPR Article 17.1,Derogation ICCPR Article 17.2,Derogation ICCPR Article 19.1,Derogation ICCPR Article 19.2,Derogation ICCPR Article 20,Derogation ICCPR Article 21,Derogation ICCPR Article 22.1,Derogation ICCPR Article 22.2,Derogation ICCPR Article 23,Derogation ICCPR Article 24,Derogation ICCPR Article 25,Derogation ICCPR Article 26,Derogation ICCPR Article 27,Source,Declaratory organ,Declaratory person,Region,Trigger,Legal background,News sources,National/subnational,Details,Duration and other limitations of SoE according to consitution or other law,,,,,,,,,,,,,,,,
20/11/2014,No,18/02/2015,19/01/2015,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 069-2014-PCM, C.N.151.2015.TREATIES-IV.4",President,Ollanta Humala Tasso,"The Districts of Ramón Castilla and Yavarí in the Province of Mariscal Ramón Castilla, Department of Loreto.",Man-made disaster,Constitution,N/A,sub-national,"The increase of illicit drug trafficking and the presence of criminal organizations, resulting in the deaths of members of the National Police of Peru, pose a threat on national security so that a state of emergency is deemed necessary by the government. ","The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
26/10/2014,Yes,01/12/2014,25/12/2014,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notificiation of Supreme Decree No. 65-2014-PCM, C.N.795.2014.TREATIES-IV.4",President,Ollanta Humala Tasso,"Cholón district of the province of Marañón, the Monzón district of the province of Huamalies and the province of Leoncio Prado, all located in the department of Huánuco; the province of Tocache, department of San Martin; and the province of Padre Abad, department of Ucayali. ",Man-made disaster,Constitution,N/A,sub-national,"According to the government, the continued movement of remnants of the Shining Path terrorist organization in the Huallaga Valley, divided into terrorist columns in various rural areas together with the problem of illicit drug trafficking, constitute a situation that necessitates a state of emergency declaration to enable the national police to better maintain order. ","The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
16/10/2014,Yes,10/11/2014,31/10/2014,15,Guatemala,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Depositary Notification of Government Decree No. 9-2014, C.N.734.2014.TREATIES-IV.4",President,Otto Fernando Pérez Molina,Municipality of San Juan Sacatepéquez in the Department of Guatemala.,Man-made disaster,Constitution,N/A,sub-national,Extension of the state of emergency is necessitated as the political unrest still prevails.,"The Political Constitution of the Republic of Guatamala of 1993 states in Chapter IV, Art. 138, that a state of emergency may not be longer than 30 days, although extension is possible. (http://www.wipo.int/wipolex/en/details.jsp?id=7526) ",,,,,,,,,,,,,,,,
06/10/2014,Yes,14/10/2014,21/10/2014,15,Guatemala,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Depositary Notification of Government Decree No. 8-2014, C.N.703.2014.TREATIES-IV.4",President,Otto Fernando Pérez Molina,Municipality of San Juan Sacatepéquez in the Department of Guatemala.,Man-made disaster,Constitution,N/A,sub-national,Extension of the state of emergency is necessitated as the political unrest still prevails.,"The Political Constitution of the Republic of Guatamala of 1993 states in Chapter IV, Art. 138, that a state of emergency may not be longer than 30 days, although extension is possible. (http://www.wipo.int/wipolex/en/details.jsp?id=7526) ",,,,,,,,,,,,,,,,
28/09/2014,Yes,01/12/2014,27/11/2014,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 60-2014-PCM, C.N.794.2014.TREATIES-IV.4",President,Ollanta Humala Tasso,"Echarate district of the province of La Convención, department of Cusco.",Man-made disaster,Constitution,N/A,sub-national,"Continuation of police and military efforts to restrain the remnants of Shining Path rebels in the VRAE region, where the rebels have become involved in coca production.","The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
22/09/2014,Yes,01/12/2014,21/11/2014,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 059-2014-PCM, C.N.793.2014.TREATIES-IV.4",President,Ollanta Humala Tasso,"Provinces of Huanta and La Mar, department of Ayacucho; the province of Tayacaja, department of Huancavelica; Kimbiri, Pichari and Vilcabamba districts of the province of La Convención, department of Cusco; the province of Satipo; Andamarca and Comas districts of the province of Concepción, and Santo Domingo de Acobamba and Pariahuanca districts of the province of Huancayo, department of Junín.",Man-made disaster,Constitution,N/A,sub-national,"The situation of illicit drug trafficking and illegal cultivation of coca, the main occupation of the population, has remained. This necessitated an extension of the state of emergency decree according to the government. ","The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
21/09/2014,No,24/09/2014,06/10/2014,15,Guatemala,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Government Decree No. 6-2014, C.N.654.2014.TREATIES-IV.4",President,Otto Fernando Pérez Molina,Municipality of San Juan Sacatepéquez in the Department of Guatemala.,Man-made disaster,Constitution,http://latindispatch.com/2014/09/23/state-of-emergency-in-guatemala-town-after-clashes/,sub-national,"According to the government, , a series of acts have been committed that affect the constitutional order, governance and security of the state. This necessitated restrictions on the freedom of movement, the right to gather and protest and the freedom of press. Furthermore, during this state of emergency measures have also been adopted that restrict the bearing of arms and the right to strike.","The Political Constitution of the Republic of Guatamala of 1993 states in Chapter IV, Art. 138, that a state of emergency may not be longer than 30 days, although extension is possible. (http://www.wipo.int/wipolex/en/details.jsp?id=7526) ",,,,,,,,,,,,,,,,
11/09/2014,No,04/03/2015,09/11/2014,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 057-2014-PCM, C.N.159.2015.TREATIES-IV.4",President,Ollanta Humala Tasso,"The Districts of Ramón Castilla and Yavarí in the Province of Mariscal Ramón Castilla, Department of Loreto.",Man-made disaster,Constitution,N/A,sub-national,"The increase of illicit drug trafficking and the presence of criminal organizations, resulting in the deaths of members of the National Police of Peru, pose a threat on national security so that a state of emergency is deemed necessary by the government. ","The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
12/08/2014,No,05/06/2015,,,Ukraine,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,"Depositary Notification, C.N.416.2015.TREATIES-IV.4",,,The Autonomous Republic of Crimea and the city of Sevastopol; and certain areas of the Donetsk and Luhansk oblasts.,Man-made disaster,Constitution,N/A,sub-national,"According to the Ukraine, annexation and occupation of both Russian Armed Forces and illegal armed groups that are backed by the Russian Federation pose a threat on the national order and security so that the derogation from certain obligations of the Ukraine has become unavoidable, including paragraph 3 of Article 2 of the International Covenant on Civil and Political Rights and Articles 5, 6, 8 and 13 of the Convention for the Protection of Human Rights and Fundamental Freedoms.",,,,,,,,,,,,,,,,,
30/07/2014,Yes,11/08/2014,28/09/2014,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 049-2014-PCM, C.N.563.2014.TREATIES-IV.4",President,Ollanta Humala Tasso,"Echarate district of the province of La Convención, department of Cusco.",Man-made disaster,Constitution,N/A,sub-national,"Continuation of police and military efforts to restrain the remnants of Shining Path rebels in the VRAE region, where the rebels have become involved in coca production.","The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
24/07/2014,Yes,11/08/2014,22/09/2014,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 048-2014-PCM, C.N.562.2014.TREATIES-IV.4",President,Ollanta Humala Tasso,"Provinces of Huanta and La Mar, department of Ayacucho; the province of Tayacaja, department of Huancavelica; Kimbiri, Pichari and Vilcabamba districts of the province of La Convención, department of Cusco; the province of Satipo; Andamarca and Comas districts of the province of Concepción, and Santo Domingo de Acobamba and Pariahuanca districts of the province of Huancayo, department of Junín.",Man-made disaster,Constitution,N/A,sub-national,"The situation of illicit drug trafficking and illegal cultivation of coca, the main occupation of the population, has remained. This necessitated an extension of the state of emergency decree according to the government. ","The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
28/06/2014,Yes,11/08/2014,27/08/2014,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 045-2014-PCM, C.N.561.2014.TREATIES-IV.4",President,Ollanta Humala Tasso,"Cholón district of the province of Marañón, the Monzón district of the province of Huamalies and the province of Leoncio Prado, all located in the department of Huánuco; the province of Tocache, department of San Martin; and the province of Padre Abad, department of Ucayali. ",Man-made disaster,Constitution,N/A,sub-national,"According to the government, the continued movement of remnants of the Shining Path terrorist organization in the Huallaga Valley, divided into terrorist columns in various rural areas together with the problem of illicit drug trafficking, constitute a situation that necessitates a state of emergency declaration to enable the national police to better maintain order. ","The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
31/05/2014,Yes,27/06/2014,30/07/2014,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 036-2014-PCM, C.N.456.2014.TREATIES-IV.4",President,Ollanta Humala Tasso,"Echarate district of the province of La Convención, department of Cusco.",Man-made disaster,Constitution,N/A,sub-national,"Continuation of police and military efforts to restrain the remnants of Shining Path rebels in the VRAE region, where the rebels have become involved in coca production.","The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
25/05/2014,Yes,27/06/2014,24/07/2014,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 035-2014-PCM, C.N.454.2014.TREATIES-IV.4",President,Ollanta Humala Tasso,"Provinces of Huanta and La Mar, department of Ayacucho; the province of Tayacaja, department of Huancavelica; Kimbiri, Pichari and Vilcabamba districts of the province of La Convención, department of Cusco; the province of Satipo; Andamarca and Comas districts of the province of Concepción, and Santo Domingo de Acobamba and Pariahuanca districts of the province of Huancayo, department of Junín.",Man-made disaster,Constitution,N/A,sub-national,"The situation of illicit drug trafficking and illegal cultivation of coca, the main occupation of the population, has remained. This necessitated an extension of the state of emergency decree according to the government. ","The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
